"ano";"COD_DANE_DPTO_D";"DEPARTAMENTO_D";"COD_DANE_MUNIC_D";"MUNICIPIO_D";"quinquenio";"clase";"sexo";"poblacion"
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"0-4";"Cabecera Municipal";"hombres";1101
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"0-4";"Cabecera Municipal";"mujeres";1081
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"0-4";"Centros Poblados y Rural Disperso";"hombres";85
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"0-4";"Centros Poblados y Rural Disperso";"mujeres";85
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"10-14";"Cabecera Municipal";"hombres";1157
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"10-14";"Cabecera Municipal";"mujeres";1162
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"10-14";"Centros Poblados y Rural Disperso";"hombres";84
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"10-14";"Centros Poblados y Rural Disperso";"mujeres";77
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"15-19";"Cabecera Municipal";"hombres";1140
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"15-19";"Cabecera Municipal";"mujeres";1108
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"15-19";"Centros Poblados y Rural Disperso";"hombres";68
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"15-19";"Centros Poblados y Rural Disperso";"mujeres";63
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"20-24";"Cabecera Municipal";"hombres";1088
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"20-24";"Cabecera Municipal";"mujeres";1028
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"20-24";"Centros Poblados y Rural Disperso";"hombres";59
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"20-24";"Centros Poblados y Rural Disperso";"mujeres";55
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"25-29";"Cabecera Municipal";"hombres";1008
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"25-29";"Cabecera Municipal";"mujeres";960
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"25-29";"Centros Poblados y Rural Disperso";"hombres";55
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"25-29";"Centros Poblados y Rural Disperso";"mujeres";50
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"30-34";"Cabecera Municipal";"hombres";879
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"30-34";"Cabecera Municipal";"mujeres";882
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"30-34";"Centros Poblados y Rural Disperso";"hombres";54
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"30-34";"Centros Poblados y Rural Disperso";"mujeres";45
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"35-39";"Cabecera Municipal";"hombres";800
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"35-39";"Cabecera Municipal";"mujeres";838
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"35-39";"Centros Poblados y Rural Disperso";"hombres";52
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"35-39";"Centros Poblados y Rural Disperso";"mujeres";40
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"40-44";"Cabecera Municipal";"hombres";811
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"40-44";"Cabecera Municipal";"mujeres";876
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"40-44";"Centros Poblados y Rural Disperso";"hombres";58
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"40-44";"Centros Poblados y Rural Disperso";"mujeres";36
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"45-49";"Cabecera Municipal";"hombres";776
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"45-49";"Cabecera Municipal";"mujeres";842
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"45-49";"Centros Poblados y Rural Disperso";"hombres";61
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"45-49";"Centros Poblados y Rural Disperso";"mujeres";32
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"5-9";"Cabecera Municipal";"hombres";1173
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"5-9";"Cabecera Municipal";"mujeres";1166
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"5-9";"Centros Poblados y Rural Disperso";"hombres";88
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"5-9";"Centros Poblados y Rural Disperso";"mujeres";82
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"50-54";"Cabecera Municipal";"hombres";650
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"50-54";"Cabecera Municipal";"mujeres";705
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"50-54";"Centros Poblados y Rural Disperso";"hombres";52
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"50-54";"Centros Poblados y Rural Disperso";"mujeres";27
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"55-59";"Cabecera Municipal";"hombres";492
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"55-59";"Cabecera Municipal";"mujeres";558
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"55-59";"Centros Poblados y Rural Disperso";"hombres";43
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"55-59";"Centros Poblados y Rural Disperso";"mujeres";21
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"60-64";"Cabecera Municipal";"hombres";370
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"60-64";"Cabecera Municipal";"mujeres";449
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"60-64";"Centros Poblados y Rural Disperso";"hombres";30
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"60-64";"Centros Poblados y Rural Disperso";"mujeres";12
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"65-69";"Cabecera Municipal";"hombres";274
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"65-69";"Cabecera Municipal";"mujeres";340
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"65-69";"Centros Poblados y Rural Disperso";"hombres";23
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"65-69";"Centros Poblados y Rural Disperso";"mujeres";5
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"70-74";"Cabecera Municipal";"hombres";202
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"70-74";"Cabecera Municipal";"mujeres";244
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"70-74";"Centros Poblados y Rural Disperso";"hombres";19
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"70-74";"Centros Poblados y Rural Disperso";"mujeres";5
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"75-79";"Cabecera Municipal";"hombres";150
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"75-79";"Cabecera Municipal";"mujeres";175
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"75-79";"Centros Poblados y Rural Disperso";"hombres";14
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"75-79";"Centros Poblados y Rural Disperso";"mujeres";5
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"80+";"Cabecera Municipal";"hombres";195
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"80+";"Cabecera Municipal";"mujeres";292
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"80+";"Centros Poblados y Rural Disperso";"hombres";10
2010;"08";"ATLÁNTICO";"08685";"SANTO TOMÁS";"80+";"Centros Poblados y Rural Disperso";"mujeres";2
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"0-4";"Cabecera Municipal";"hombres";25853
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"0-4";"Cabecera Municipal";"mujeres";24896
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"0-4";"Centros Poblados y Rural Disperso";"hombres";53
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"0-4";"Centros Poblados y Rural Disperso";"mujeres";75
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"10-14";"Cabecera Municipal";"hombres";24809
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"10-14";"Cabecera Municipal";"mujeres";24158
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"10-14";"Centros Poblados y Rural Disperso";"hombres";73
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"10-14";"Centros Poblados y Rural Disperso";"mujeres";70
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"15-19";"Cabecera Municipal";"hombres";23449
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"15-19";"Cabecera Municipal";"mujeres";23283
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"15-19";"Centros Poblados y Rural Disperso";"hombres";67
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"15-19";"Centros Poblados y Rural Disperso";"mujeres";54
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"20-24";"Cabecera Municipal";"hombres";21826
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"20-24";"Cabecera Municipal";"mujeres";22475
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"20-24";"Centros Poblados y Rural Disperso";"hombres";54
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"20-24";"Centros Poblados y Rural Disperso";"mujeres";47
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"25-29";"Cabecera Municipal";"hombres";20465
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"25-29";"Cabecera Municipal";"mujeres";21697
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"25-29";"Centros Poblados y Rural Disperso";"hombres";45
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"25-29";"Centros Poblados y Rural Disperso";"mujeres";50
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"30-34";"Cabecera Municipal";"hombres";18221
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"30-34";"Cabecera Municipal";"mujeres";19885
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"30-34";"Centros Poblados y Rural Disperso";"hombres";41
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"30-34";"Centros Poblados y Rural Disperso";"mujeres";47
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"35-39";"Cabecera Municipal";"hombres";16350
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"35-39";"Cabecera Municipal";"mujeres";18150
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"35-39";"Centros Poblados y Rural Disperso";"hombres";38
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"35-39";"Centros Poblados y Rural Disperso";"mujeres";39
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"40-44";"Cabecera Municipal";"hombres";15829
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"40-44";"Cabecera Municipal";"mujeres";17840
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"40-44";"Centros Poblados y Rural Disperso";"hombres";44
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"40-44";"Centros Poblados y Rural Disperso";"mujeres";36
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"45-49";"Cabecera Municipal";"hombres";14236
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"45-49";"Cabecera Municipal";"mujeres";16193
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"45-49";"Centros Poblados y Rural Disperso";"hombres";44
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"45-49";"Centros Poblados y Rural Disperso";"mujeres";33
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"5-9";"Cabecera Municipal";"hombres";25998
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"5-9";"Cabecera Municipal";"mujeres";25162
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"5-9";"Centros Poblados y Rural Disperso";"hombres";63
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"5-9";"Centros Poblados y Rural Disperso";"mujeres";77
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"50-54";"Cabecera Municipal";"hombres";11179
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"50-54";"Cabecera Municipal";"mujeres";12817
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"50-54";"Centros Poblados y Rural Disperso";"hombres";34
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"50-54";"Centros Poblados y Rural Disperso";"mujeres";24
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"55-59";"Cabecera Municipal";"hombres";8204
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"55-59";"Cabecera Municipal";"mujeres";9491
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"55-59";"Centros Poblados y Rural Disperso";"hombres";26
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"55-59";"Centros Poblados y Rural Disperso";"mujeres";15
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"60-64";"Cabecera Municipal";"hombres";5875
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"60-64";"Cabecera Municipal";"mujeres";6733
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"60-64";"Centros Poblados y Rural Disperso";"hombres";25
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"60-64";"Centros Poblados y Rural Disperso";"mujeres";10
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"65-69";"Cabecera Municipal";"hombres";3923
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"65-69";"Cabecera Municipal";"mujeres";4514
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"65-69";"Centros Poblados y Rural Disperso";"hombres";23
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"65-69";"Centros Poblados y Rural Disperso";"mujeres";10
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"70-74";"Cabecera Municipal";"hombres";2493
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"70-74";"Cabecera Municipal";"mujeres";2945
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"70-74";"Centros Poblados y Rural Disperso";"hombres";17
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"70-74";"Centros Poblados y Rural Disperso";"mujeres";8
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"75-79";"Cabecera Municipal";"hombres";1548
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"75-79";"Cabecera Municipal";"mujeres";1991
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"75-79";"Centros Poblados y Rural Disperso";"hombres";11
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"75-79";"Centros Poblados y Rural Disperso";"mujeres";5
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"80+";"Cabecera Municipal";"hombres";1584
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"80+";"Cabecera Municipal";"mujeres";2711
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"80+";"Centros Poblados y Rural Disperso";"hombres";8
2010;"08";"ATLÁNTICO";"08758";"SOLEDAD";"80+";"Centros Poblados y Rural Disperso";"mujeres";8
2010;"08";"ATLÁNTICO";"08770";"SUAN";"0-4";"Cabecera Municipal";"hombres";491
2010;"08";"ATLÁNTICO";"08770";"SUAN";"0-4";"Cabecera Municipal";"mujeres";482
2010;"08";"ATLÁNTICO";"08770";"SUAN";"0-4";"Centros Poblados y Rural Disperso";"hombres";45
2010;"08";"ATLÁNTICO";"08770";"SUAN";"0-4";"Centros Poblados y Rural Disperso";"mujeres";50
2010;"08";"ATLÁNTICO";"08770";"SUAN";"10-14";"Cabecera Municipal";"hombres";565
2010;"08";"ATLÁNTICO";"08770";"SUAN";"10-14";"Cabecera Municipal";"mujeres";527
2010;"08";"ATLÁNTICO";"08770";"SUAN";"10-14";"Centros Poblados y Rural Disperso";"hombres";37
2010;"08";"ATLÁNTICO";"08770";"SUAN";"10-14";"Centros Poblados y Rural Disperso";"mujeres";29
2010;"08";"ATLÁNTICO";"08770";"SUAN";"15-19";"Cabecera Municipal";"hombres";531
2010;"08";"ATLÁNTICO";"08770";"SUAN";"15-19";"Cabecera Municipal";"mujeres";502
2010;"08";"ATLÁNTICO";"08770";"SUAN";"15-19";"Centros Poblados y Rural Disperso";"hombres";29
2010;"08";"ATLÁNTICO";"08770";"SUAN";"15-19";"Centros Poblados y Rural Disperso";"mujeres";20
2010;"08";"ATLÁNTICO";"08770";"SUAN";"20-24";"Cabecera Municipal";"hombres";477
2010;"08";"ATLÁNTICO";"08770";"SUAN";"20-24";"Cabecera Municipal";"mujeres";445
2010;"08";"ATLÁNTICO";"08770";"SUAN";"20-24";"Centros Poblados y Rural Disperso";"hombres";23
2010;"08";"ATLÁNTICO";"08770";"SUAN";"20-24";"Centros Poblados y Rural Disperso";"mujeres";24
2010;"08";"ATLÁNTICO";"08770";"SUAN";"25-29";"Cabecera Municipal";"hombres";430
2010;"08";"ATLÁNTICO";"08770";"SUAN";"25-29";"Cabecera Municipal";"mujeres";406
2010;"08";"ATLÁNTICO";"08770";"SUAN";"25-29";"Centros Poblados y Rural Disperso";"hombres";24
2010;"08";"ATLÁNTICO";"08770";"SUAN";"25-29";"Centros Poblados y Rural Disperso";"mujeres";31
2010;"08";"ATLÁNTICO";"08770";"SUAN";"30-34";"Cabecera Municipal";"hombres";382
2010;"08";"ATLÁNTICO";"08770";"SUAN";"30-34";"Cabecera Municipal";"mujeres";370
2010;"08";"ATLÁNTICO";"08770";"SUAN";"30-34";"Centros Poblados y Rural Disperso";"hombres";25
2010;"08";"ATLÁNTICO";"08770";"SUAN";"30-34";"Centros Poblados y Rural Disperso";"mujeres";22
2010;"08";"ATLÁNTICO";"08770";"SUAN";"35-39";"Cabecera Municipal";"hombres";351
2010;"08";"ATLÁNTICO";"08770";"SUAN";"35-39";"Cabecera Municipal";"mujeres";346
2010;"08";"ATLÁNTICO";"08770";"SUAN";"35-39";"Centros Poblados y Rural Disperso";"hombres";25
2010;"08";"ATLÁNTICO";"08770";"SUAN";"35-39";"Centros Poblados y Rural Disperso";"mujeres";15
2010;"08";"ATLÁNTICO";"08770";"SUAN";"40-44";"Cabecera Municipal";"hombres";347
2010;"08";"ATLÁNTICO";"08770";"SUAN";"40-44";"Cabecera Municipal";"mujeres";345
2010;"08";"ATLÁNTICO";"08770";"SUAN";"40-44";"Centros Poblados y Rural Disperso";"hombres";25
2010;"08";"ATLÁNTICO";"08770";"SUAN";"40-44";"Centros Poblados y Rural Disperso";"mujeres";15
2010;"08";"ATLÁNTICO";"08770";"SUAN";"45-49";"Cabecera Municipal";"hombres";312
2010;"08";"ATLÁNTICO";"08770";"SUAN";"45-49";"Cabecera Municipal";"mujeres";321
2010;"08";"ATLÁNTICO";"08770";"SUAN";"45-49";"Centros Poblados y Rural Disperso";"hombres";19
2010;"08";"ATLÁNTICO";"08770";"SUAN";"45-49";"Centros Poblados y Rural Disperso";"mujeres";13
2010;"08";"ATLÁNTICO";"08770";"SUAN";"5-9";"Cabecera Municipal";"hombres";562
2010;"08";"ATLÁNTICO";"08770";"SUAN";"5-9";"Cabecera Municipal";"mujeres";520
2010;"08";"ATLÁNTICO";"08770";"SUAN";"5-9";"Centros Poblados y Rural Disperso";"hombres";44
2010;"08";"ATLÁNTICO";"08770";"SUAN";"5-9";"Centros Poblados y Rural Disperso";"mujeres";47
2010;"08";"ATLÁNTICO";"08770";"SUAN";"50-54";"Cabecera Municipal";"hombres";247
2010;"08";"ATLÁNTICO";"08770";"SUAN";"50-54";"Cabecera Municipal";"mujeres";267
2010;"08";"ATLÁNTICO";"08770";"SUAN";"50-54";"Centros Poblados y Rural Disperso";"hombres";13
2010;"08";"ATLÁNTICO";"08770";"SUAN";"50-54";"Centros Poblados y Rural Disperso";"mujeres";10
2010;"08";"ATLÁNTICO";"08770";"SUAN";"55-59";"Cabecera Municipal";"hombres";191
2010;"08";"ATLÁNTICO";"08770";"SUAN";"55-59";"Cabecera Municipal";"mujeres";213
2010;"08";"ATLÁNTICO";"08770";"SUAN";"55-59";"Centros Poblados y Rural Disperso";"hombres";11
2010;"08";"ATLÁNTICO";"08770";"SUAN";"55-59";"Centros Poblados y Rural Disperso";"mujeres";5
2010;"08";"ATLÁNTICO";"08770";"SUAN";"60-64";"Cabecera Municipal";"hombres";148
2010;"08";"ATLÁNTICO";"08770";"SUAN";"60-64";"Cabecera Municipal";"mujeres";161
2010;"08";"ATLÁNTICO";"08770";"SUAN";"60-64";"Centros Poblados y Rural Disperso";"hombres";10
2010;"08";"ATLÁNTICO";"08770";"SUAN";"60-64";"Centros Poblados y Rural Disperso";"mujeres";5
2010;"08";"ATLÁNTICO";"08770";"SUAN";"65-69";"Cabecera Municipal";"hombres";116
2010;"08";"ATLÁNTICO";"08770";"SUAN";"65-69";"Cabecera Municipal";"mujeres";116
2010;"08";"ATLÁNTICO";"08770";"SUAN";"65-69";"Centros Poblados y Rural Disperso";"hombres";9
2010;"08";"ATLÁNTICO";"08770";"SUAN";"65-69";"Centros Poblados y Rural Disperso";"mujeres";1
2010;"08";"ATLÁNTICO";"08770";"SUAN";"70-74";"Cabecera Municipal";"hombres";85
2010;"08";"ATLÁNTICO";"08770";"SUAN";"70-74";"Cabecera Municipal";"mujeres";78
2010;"08";"ATLÁNTICO";"08770";"SUAN";"70-74";"Centros Poblados y Rural Disperso";"hombres";5
2010;"08";"ATLÁNTICO";"08770";"SUAN";"70-74";"Centros Poblados y Rural Disperso";"mujeres";0
2010;"08";"ATLÁNTICO";"08770";"SUAN";"75-79";"Cabecera Municipal";"hombres";61
2010;"08";"ATLÁNTICO";"08770";"SUAN";"75-79";"Cabecera Municipal";"mujeres";58
2010;"08";"ATLÁNTICO";"08770";"SUAN";"75-79";"Centros Poblados y Rural Disperso";"hombres";5
2010;"08";"ATLÁNTICO";"08770";"SUAN";"75-79";"Centros Poblados y Rural Disperso";"mujeres";0
2010;"08";"ATLÁNTICO";"08770";"SUAN";"80+";"Cabecera Municipal";"hombres";76
2010;"08";"ATLÁNTICO";"08770";"SUAN";"80+";"Cabecera Municipal";"mujeres";76
2010;"08";"ATLÁNTICO";"08770";"SUAN";"80+";"Centros Poblados y Rural Disperso";"hombres";2
2010;"08";"ATLÁNTICO";"08770";"SUAN";"80+";"Centros Poblados y Rural Disperso";"mujeres";0
2010;"08";"ATLÁNTICO";"08832";"TUBARÁ";"0-4";"Cabecera Municipal";"hombres";344
2010;"08";"ATLÁNTICO";"08832";"TUBARÁ";"0-4";"Cabecera Municipal";"mujeres";345
2010;"08";"ATLÁNTICO";"08832";"TUBARÁ";"0-4";"Centros Poblados y Rural Disperso";"hombres";366
2010;"08";"ATLÁNTICO";"08832";"TUBARÁ";"0-4";"Centros Poblados y Rural Disperso";"mujeres";324
2010;"08";"ATLÁNTICO";"08832";"TUBARÁ";"10-14";"Cabecera Municipal";"hombres";348
2010;"08";"ATLÁNTICO";"08832";"TUBARÁ";"10-14";"Cabecera Municipal";"mujeres";344
2010;"08";"ATLÁNTICO";"08832";"TUBARÁ";"10-14";"Centros Poblados y Rural Disperso";"hombres";330
2010;"08";"ATLÁNTICO";"08832";"TUBARÁ";"10-14";"Centros Poblados y Rural Disperso";"mujeres";296
2010;"08";"ATLÁNTICO";"08832";"TUBARÁ";"15-19";"Cabecera Municipal";"hombres";329
2010;"08";"ATLÁNTICO";"08832";"TUBARÁ";"15-19";"Cabecera Municipal";"mujeres";316
2010;"08";"ATLÁNTICO";"08832";"TUBARÁ";"15-19";"Centros Poblados y Rural Disperso";"hombres";334
2010;"08";"ATLÁNTICO";"08832";"TUBARÁ";"15-19";"Centros Poblados y Rural Disperso";"mujeres";285
2010;"08";"ATLÁNTICO";"08832";"TUBARÁ";"20-24";"Cabecera Municipal";"hombres";320
2010;"08";"ATLÁNTICO";"08832";"TUBARÁ";"20-24";"Cabecera Municipal";"mujeres";302
2010;"08";"ATLÁNTICO";"08832";"TUBARÁ";"20-24";"Centros Poblados y Rural Disperso";"hombres";331
2010;"08";"ATLÁNTICO";"08832";"TUBARÁ";"20-24";"Centros Poblados y Rural Disperso";"mujeres";285
2010;"08";"ATLÁNTICO";"08832";"TUBARÁ";"25-29";"Cabecera Municipal";"hombres";317
2010;"08";"ATLÁNTICO";"08832";"TUBARÁ";"25-29";"Cabecera Municipal";"mujeres";298
2010;"08";"ATLÁNTICO";"08832";"TUBARÁ";"25-29";"Centros Poblados y Rural Disperso";"hombres";311
2010;"08";"ATLÁNTICO";"08832";"TUBARÁ";"25-29";"Centros Poblados y Rural Disperso";"mujeres";281
2010;"08";"ATLÁNTICO";"08832";"TUBARÁ";"30-34";"Cabecera Municipal";"hombres";292
2010;"08";"ATLÁNTICO";"08832";"TUBARÁ";"30-34";"Cabecera Municipal";"mujeres";269
2010;"08";"ATLÁNTICO";"08832";"TUBARÁ";"30-34";"Centros Poblados y Rural Disperso";"hombres";265
2010;"08";"ATLÁNTICO";"08832";"TUBARÁ";"30-34";"Centros Poblados y Rural Disperso";"mujeres";239
2010;"08";"ATLÁNTICO";"08832";"TUBARÁ";"35-39";"Cabecera Municipal";"hombres";265
2010;"08";"ATLÁNTICO";"08832";"TUBARÁ";"35-39";"Cabecera Municipal";"mujeres";233
2010;"08";"ATLÁNTICO";"08832";"TUBARÁ";"35-39";"Centros Poblados y Rural Disperso";"hombres";232
2010;"08";"ATLÁNTICO";"08832";"TUBARÁ";"35-39";"Centros Poblados y Rural Disperso";"mujeres";210
2010;"08";"ATLÁNTICO";"08832";"TUBARÁ";"40-44";"Cabecera Municipal";"hombres";251
2010;"08";"ATLÁNTICO";"08832";"TUBARÁ";"40-44";"Cabecera Municipal";"mujeres";230
2010;"08";"ATLÁNTICO";"08832";"TUBARÁ";"40-44";"Centros Poblados y Rural Disperso";"hombres";261
2010;"08";"ATLÁNTICO";"08832";"TUBARÁ";"40-44";"Centros Poblados y Rural Disperso";"mujeres";215
2010;"08";"ATLÁNTICO";"08832";"TUBARÁ";"45-49";"Cabecera Municipal";"hombres";227
2010;"08";"ATLÁNTICO";"08832";"TUBARÁ";"45-49";"Cabecera Municipal";"mujeres";221
2010;"08";"ATLÁNTICO";"08832";"TUBARÁ";"45-49";"Centros Poblados y Rural Disperso";"hombres";256
2010;"08";"ATLÁNTICO";"08832";"TUBARÁ";"45-49";"Centros Poblados y Rural Disperso";"mujeres";213
2010;"08";"ATLÁNTICO";"08832";"TUBARÁ";"5-9";"Cabecera Municipal";"hombres";372
2010;"08";"ATLÁNTICO";"08832";"TUBARÁ";"5-9";"Cabecera Municipal";"mujeres";354
2010;"08";"ATLÁNTICO";"08832";"TUBARÁ";"5-9";"Centros Poblados y Rural Disperso";"hombres";354
2010;"08";"ATLÁNTICO";"08832";"TUBARÁ";"5-9";"Centros Poblados y Rural Disperso";"mujeres";320
2010;"08";"ATLÁNTICO";"08832";"TUBARÁ";"50-54";"Cabecera Municipal";"hombres";189
